ID,YEAR,STATAREA,SPECIES,PROJECT,SAMPLE_SOURCE,SAMPLE_NUMBER,SAMPLE_START_DATE,SAMPLE_END_DATE,ENPRO TAG PLACE NAME,GEAR TYPE 3,STANDARD LENGTH,COLOUR FLESH,WEIGHT DETAILS,CWT TEST,PROJECT TYPE,SET,CATCH DATE END,LIFE STAGE,SCALE FORMAT,SCALE BOOK NUMBER,GEAR TYPE 2,SEX FINAL,CWT TAG CODE,ENPRO SMOLT OR YEARLING,ENPRO RUN NUMBER,MARKS,LENGTH UNKOWN,ORIGIN,FORK LENGTH NF,CATCH DATE START,TAG COLOUR,POH LENGTH,OTOLITH BOX,DNA CONTAINER TYPE,RIVER SEGMENT,ENPRO LOCATIOIN,ENPRO STOCK CODE,RADIO FREQ,MATURITY,SEX EXTERNAL EXAM,RESOLVED AGE,COMMENTS,RECORD FLAGGED,WEIGHT,RECORD FLAGGED COMMENTS,ENPRO LIVE,ENPRO TRANSACTION TYPE,COLOUR SKIN,GIRTH,START TIME,TOTAL LENGTH,DNA CONTAINER,OTOLITH BATCH NUM,SITE RIVER LOCATION,CAPTURE SOURCE DESIGNATION,DNA SPECIMEN NUMBER,SAMPLER,RADIO TAG,HOOK LOCATION,FECUNDITY,KEPT RELEASED,TAG TYPE,ADIPOSE FIN CLIP,SCALE BOOK FORMAT,ENPRO STOCK TYPE,SPAWNED,SCALE FORM,TAG NUM,OTOLITH SPECIMEN,SCALE BOOK SPECIMEN NUM,SUB AREA,ENPRO SOURCE FACILITY,UST DST,MARK TYPE,DNA TISSUE TYPE,VESSEL NAME,FISHERY,POF LENGTH,CAUDAL FIN REMOVED,CWT HEAD LABEL,PRE SPAWNED MORTALITY,FINAL USE DISTRIBUTION,HARVESTED,SEA LICE COUNT,EGG RETENTION,SAMPLING AGENCY,SAMPLE STAGE,CU POPULATION ID,GEAR TYPE 1,RESPONSIBLE SECTOR,FISH CONDITION,PROJECT_1,FISCAL_YEAR,SAMPLE_NUM,SAMPLE_SOURCE_1,LOCATION,GEAR,SPECIES_1,HART_CD,LIFE_HISTORY_STAGE,SAMPLE_START_DT,SAMPLE_END_DT,CONTAINER_LABEL_LAB,CONTAINER_LABEL,SCALE_FORMAT,READING_METHOD,SCALE_CONTAINER_ADDR,AGE,AGE_UOM,AGE_EU,AGE_GR,PART_AGE_CODE,BROOD_YEAR,HATCHERY_SITE_NAME,OTO_SPEC_ID,LAB_NUMBER,BOX_CODE,HATCH_CODE,THERMAL_MARK,OTO_STOCK
2386568,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,14,26-OCT-01,26-OCT-01,,,,,,,,,,Adult,5D,81600,,Female,,,3,,,,913,,,718,15,,,A-1,104,,,,41,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,176,4,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,26-OCT-01,26-OCT-01,2001702050181600,81600,5 SCALES DOWN PER FISH,Scales,4,3,MY,M3,3M,,,,28670,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386569,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,15,26-OCT-01,26-OCT-01,,,,,,,,,,Adult,5D,81600,,Female,,,3,,,,984,,,783,15,,,A-1,104,,,,51,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,177,5,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,26-OCT-01,26-OCT-01,2001702050181600,81600,5 SCALES DOWN PER FISH,Scales,5,04,EU,04,51,,,,28671,CN01-085,15,2-2H,2-2H,ROBERTSON CREEK HATCHERY
2386570,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,16,26-OCT-01,26-OCT-01,,,,,,,,,,Jill,5D,81600,,Female,,,3,,,,820,,,637,15,,,A-1,104,,,,32,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,178,6,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,26-OCT-01,26-OCT-01,2001702050181600,81600,5 SCALES DOWN PER FISH,Scales,6,11,EU,11,32,,,,28672,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386571,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,17,26-OCT-01,26-OCT-01,,,,,,,,,,Adult,5D,81600,,Female,,,3,,,,972,,,786,15,,,A-1,104,,,,51,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,179,7,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,26-OCT-01,26-OCT-01,2001702050181600,81600,5 SCALES DOWN PER FISH,Scales,7,4,MY,M4,4M,,,,28673,CN01-085,15,2-2H,2-2H,ROBERTSON CREEK HATCHERY
2386572,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,18,26-OCT-01,26-OCT-01,,,,,,,,,,Adult,5D,81600,,Female,,,3,,,,934,,,738,15,,,A-1,104,,,,41,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,180,8,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,26-OCT-01,26-OCT-01,2001702050181600,81600,5 SCALES DOWN PER FISH,Scales,8,03,EU,03,41,,,,28674,CN01-085,15,2-2H,2-2H,ROBERTSON CREEK HATCHERY
2386573,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,19,26-OCT-01,26-OCT-01,,,,,,,,,,Adult,5D,81600,,Female,,,3,,,,880,,,713,15,,,A-1,104,,,,41,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,181,9,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,26-OCT-01,26-OCT-01,2001702050181600,81600,5 SCALES DOWN PER FISH,Scales,9,03,EU,03,41,,,,28675,CN01-085,15,2-2H,2-2H,ROBERTSON CREEK HATCHERY
2387374,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,1,26-OCT-01,26-OCT-01,,,,,,,,,,Adult,5D,81600,,Female,,,3,,,,876,,,718,15,,,A-1,104,,,,41,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,182,10,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,26-OCT-01,26-OCT-01,2001702050181600,81600,5 SCALES DOWN PER FISH,Scales,10,3,MY,M3,3M,,,,28676,CN01-085,15,2-2H,2-2H,ROBERTSON CREEK HATCHERY
2386732,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,5,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81469,,Female,,,3,,,,900,,,703,15,,,A-1,104,,,,41,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,183,6,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,29-OCT-01,29-OCT-01,2001702050181469,81469,5 SCALES DOWN PER FISH,Scales,6,03,EU,03,41,,,,28677,CN01-085,15,2-2H,2-2H,ROBERTSON CREEK HATCHERY
2386733,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,6,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81469,,Female,,,3,,,,908,,,736,15,,,A-1,104,,,,41,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,184,7,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,29-OCT-01,29-OCT-01,2001702050181469,81469,5 SCALES DOWN PER FISH,Scales,7,03,EU,03,41,,,,28678,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386734,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,7,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81469,,Female,,,3,,,,853,,,680,15,,,A-1,104,,,,31,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,185,8,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,29-OCT-01,29-OCT-01,2001702050181469,81469,5 SCALES DOWN PER FISH,Scales,8,02,EU,02,31,,,,28679,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386735,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,8,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81469,,Female,,,3,,,,750,,,606,15,,,A-1,104,,,,No Age,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,186,9,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,29-OCT-01,29-OCT-01,2001702050181469,81469,5 SCALES DOWN PER FISH,Scales,9,2,MY,M2,2M,,,,28680,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386736,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,9,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81470,,Female,,,3,,,,1080,,,804,15,,,A-1,104,,,,51,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,187,10,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,29-OCT-01,29-OCT-01,2001702050181470,81470,5 SCALES DOWN PER FISH,Scales,10,4,MY,M4,4M,,,,28681,CN01-085,15,2-2H,2-2H,ROBERTSON CREEK HATCHERY
2386779,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,10,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81471,,Female,,,3,,,,870,,,706,15,,,A-1,104,,,,41,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,188,1,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,29-OCT-01,29-OCT-01,2001702050181471,81471,5 SCALES DOWN PER FISH,Scales,1,03,EU,03,41,,,,28682,CN01-085,15,2-2H,2-2H,ROBERTSON CREEK HATCHERY
2386781,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,12,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81471,,Female,,,3,,,,865,,,797,15,,,A-1,104,,,,41,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,190,3,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,29-OCT-01,29-OCT-01,2001702050181471,81471,5 SCALES DOWN PER FISH,Scales,3,03,EU,03,41,,,,28684,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386789,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,20,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81472,,Female,,,3,,,,1000,,,807,15,,,A-1,104,,,,51,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,191,1,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,24-OCT-01,24-OCT-01,2001702050181472,81472,5 SCALES DOWN PER FISH,Scales,1,04,EU,04,51,,,,28685,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386790,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,21,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81472,,Female,,,3,,,,1037,,,843,15,,,A-1,104,,,,51,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,192,2,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,24-OCT-01,24-OCT-01,2001702050181472,81472,5 SCALES DOWN PER FISH,Scales,2,04,EU,04,51,,,,28686,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386791,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,22,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81472,,Female,,,3,,,,983,,,796,15,,,A-1,104,,,,51,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,193,3,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,24-OCT-01,24-OCT-01,2001702050181472,81472,5 SCALES DOWN PER FISH,Scales,3,04,EU,04,51,,,,28687,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386833,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,23,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81472,,Female,,,3,,,,728,,,579,15,,,A-1,104,,,,31,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,194,4,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,24-OCT-01,24-OCT-01,2001702050181472,81472,5 SCALES DOWN PER FISH,Scales,4,02,EU,02,31,,,,28688,CN01-085,15,4H,4H,ROBERTSON CREEK HATCHERY
2386834,2001,23,124,2001 Robertson Cr Fall Chinook,River Assessment,24,29-OCT-01,29-OCT-01,,,,,,,,,,Adult,5D,81472,,Female,,,3,,,,946,,,772,15,,,A-1,104,,,,41,,,,,FALSE,Dead Pitch,,,,,,CN01-085,Robertson Cr,River,,,,,,Released,,NOMK,Single,M,,,,195,5,,Robertson Creek,,,,,,,,,,Natural Spawner,,,,,,,Hand,Hatchery,,SOMASS RIVER CHINOOK ENUMERATION - KEYSTREAM-2001,2001,501,ESCAPEMENT,STAMP RIVER,Hand,CHINOOK SALMON,124,Adult,24-OCT-01,24-OCT-01,2001702050181472,81472,5 SCALES DOWN PER FISH,Scales,5,03,EU,03,41,,,,28689,CN01-085,15,2-2H,2-2H,ROBERTSON CREEK HATCHERY
